id_emprestimo,codigo_barras,data_renovacao,data_emprestimo,data_devolucao,matricula_ou_siape,tipo_vinculo_usuario
2967346,2007034046,2020/03/10 12:21:52.062000000,2020/02/10 11:45:02.461000000,2020/03/16 08:20:22.000000000,20191021862.0,ALUNO DE PÓS-GRADUAÇÃO
2967347,2010004551,2020/03/10 12:21:52.018000000,2020/02/10 11:45:02.546000000,2020/03/16 08:20:26.000000000,20191021862.0,ALUNO DE PÓS-GRADUAÇÃO
2967348,L202837,2020/03/10 12:21:51.982000000,2020/02/10 11:45:02.617000000,2020/03/16 08:20:19.000000000,20191021862.0,ALUNO DE PÓS-GRADUAÇÃO
2967349,2010082554,2020/03/10 12:21:51.942000000,2020/02/10 11:45:02.683000000,2020/03/16 08:20:13.000000000,20191021862.0,ALUNO DE PÓS-GRADUAÇÃO
2967350,2012044295,2020/02/27 12:41:18.059000000,2020/02/10 11:59:13.536000000,2020/03/05 17:29:45.000000000,20173015099.0,ALUNO MÉDIO/TÉCNICO
2967351,2012049412,,2020/02/10 12:07:20.522000000,2020/02/18 11:08:02.000000000,20181024664.0,ALUNO DE PÓS-GRADUAÇÃO
2967352,2018013340,,2020/02/10 12:15:35.228000000,2020/03/02 11:40:43.000000000,2016005629.0,ALUNO DE GRADUAÇÃO
2967353,2007037001,,2020/02/10 12:22:30.492000000,2020/02/27 10:19:42.000000000,20180075257.0,ALUNO DE GRADUAÇÃO
2967354,2013114414,,2020/02/10 12:22:30.559000000,2020/02/27 10:19:30.000000000,20180075257.0,ALUNO DE GRADUAÇÃO
2967355,L036547,,2020/02/10 12:25:06.559000000,2020/02/17 15:10:36.000000000,20180046012.0,ALUNO DE GRADUAÇÃO
2967356,2017020402,,2020/02/10 12:26:21.304000000,2020/03/09 14:21:00.000000000,2015073464.0,ALUNO DE GRADUAÇÃO
2967357,2014039999,2020/02/21 13:34:20.120000000,2020/02/10 12:29:25.126000000,2022/03/04 13:25:36.000000000,20181027370.0,ALUNO DE PÓS-GRADUAÇÃO
2967358,2016031363,2020/02/26 11:35:52.257000000,2020/02/10 12:38:04.627000000,2020/03/10 12:43:08.000000000,20180075319.0,ALUNO DE GRADUAÇÃO
2967359,2010057776,,2020/02/10 13:00:23.171000000,2022/02/09 07:41:35.000000000,20181027826.0,ALUNO DE PÓS-GRADUAÇÃO
2967360,2011061820,,2020/02/10 13:00:23.225000000,2022/02/09 07:41:57.000000000,20181027826.0,ALUNO DE PÓS-GRADUAÇÃO
2967361,2011062155,,2020/02/10 13:00:23.278000000,2022/02/09 07:41:49.000000000,20181027826.0,ALUNO DE PÓS-GRADUAÇÃO
2967362,Y018179,,2020/02/10 13:10:09.805000000,2020/02/17 12:23:39.000000000,20191018070.0,ALUNO DE PÓS-GRADUAÇÃO
2967363,Y020139,,2020/02/10 13:10:09.852000000,2020/02/17 12:23:26.000000000,20191018070.0,ALUNO DE PÓS-GRADUAÇÃO
2967364,2013113986,,2020/02/10 13:10:09.898000000,2020/02/17 12:23:32.000000000,20191018070.0,ALUNO DE PÓS-GRADUAÇÃO
2967365,2014043352,2020/02/26 15:51:12.646000000,2020/02/10 13:18:02.452000000,2020/03/02 19:56:47.000000000,2016083189.0,ALUNO DE GRADUAÇÃO
2967366,2007024355,2020/03/10 20:08:28.676000000,2020/02/10 13:19:02.291000000,2020/03/12 16:27:06.000000000,20191000488.0,ALUNO DE PÓS-GRADUAÇÃO
2967367,2014030547,2020/03/10 20:08:28.637000000,2020/02/10 13:19:02.386000000,,20191000488.0,ALUNO DE PÓS-GRADUAÇÃO
2967368,2015027475,2020/03/10 20:08:28.601000000,2020/02/10 13:19:02.459000000,,20191000488.0,ALUNO DE PÓS-GRADUAÇÃO
2967369,2016019473,2020/03/10 20:08:28.564000000,2020/02/10 13:19:02.517000000,2020/03/12 16:27:15.000000000,20191000488.0,ALUNO DE PÓS-GRADUAÇÃO
2967370,2017028441,2020/03/10 20:08:28.522000000,2020/02/10 13:19:02.573000000,,20191000488.0,ALUNO DE PÓS-GRADUAÇÃO
2967371,L147282,2020/02/26 18:48:18.311000000,2020/02/10 13:24:59.381000000,2020/03/10 12:19:43.000000000,2016064782.0,ALUNO DE GRADUAÇÃO
2967372,2013033075,,2020/02/10 13:30:36.083000000,2020/02/10 16:14:03.000000000,20210075361.0,ALUNO DE GRADUAÇÃO
2967373,2008051126,,2020/02/10 13:32:21.218000000,2020/02/17 15:25:19.000000000,20182025085.0,ALUNO DE PÓS-GRADUAÇÃO
2967374,2012004534,2020/02/16 17:00:09.376000000,2020/02/10 13:32:21.291000000,2020/11/25 09:42:16.000000000,20182025085.0,ALUNO DE PÓS-GRADUAÇÃO
2967375,2013085327,,2020/02/10 13:53:46.521000000,2020/03/03 09:49:41.000000000,2015072242.0,ALUNO DE GRADUAÇÃO
2967376,2011027000,2020/02/27 04:49:22.220000000,2020/02/10 13:56:36.999000000,2021/01/05 10:26:25.000000000,20190142120.0,ALUNO DE GRADUAÇÃO
2967377,2011078355,2020/02/27 04:49:22.177000000,2020/02/10 13:56:37.082000000,2021/01/05 10:26:18.000000000,20190142120.0,ALUNO DE GRADUAÇÃO
2967378,2011023616,,2020/02/10 14:07:30.277000000,2020/02/18 15:51:47.000000000,20180048090.0,ALUNO DE GRADUAÇÃO
2967379,2016026984,,2020/02/10 14:09:32.872000000,2020/03/04 13:34:20.000000000,20180013755.0,ALUNO DE GRADUAÇÃO
2967380,2011058194,2020/03/10 07:45:54.838000000,2020/02/10 14:21:31.409000000,2020/03/13 10:08:00.000000000,20181019889.0,ALUNO DE PÓS-GRADUAÇÃO
2967381,2012038958,2020/03/10 07:45:54.803000000,2020/02/10 14:21:31.457000000,2020/03/13 10:08:49.000000000,20181019889.0,ALUNO DE PÓS-GRADUAÇÃO
2967382,2010091776,2020/02/27 05:37:05.310000000,2020/02/10 14:22:27.399000000,2020/03/02 16:28:48.000000000,20180048670.0,ALUNO DE GRADUAÇÃO
2967383,2014058903,,2020/02/10 14:33:15.813000000,2020/02/14 18:52:55.000000000,2016017497.0,ALUNO DE GRADUAÇÃO
2967384,2018001958,,2020/02/10 14:33:15.886000000,2020/02/14 18:53:05.000000000,2016017497.0,ALUNO DE GRADUAÇÃO
2967385,L174191,2020/02/26 20:33:24.335000000,2020/02/10 14:34:26.439000000,2020/03/12 20:43:57.000000000,20190017981.0,ALUNO DE GRADUAÇÃO
2967386,2019010350,2020/02/26 20:33:24.300000000,2020/02/10 14:34:26.510000000,2020/03/12 20:43:49.000000000,20190017981.0,ALUNO DE GRADUAÇÃO
2967387,2013010446,,2020/02/10 14:34:39.268000000,2020/02/19 14:36:51.000000000,2398536.0,SERVIDOR TÉCNICO-ADMINISTRATIVO
2967388,2015009126,2020/02/27 05:35:52.358000000,2020/02/10 14:36:06.553000000,2021/01/05 08:14:41.000000000,20180157423.0,ALUNO DE GRADUAÇÃO
2967389,2015036007,,2020/02/10 14:38:14.203000000,2021/09/24 10:36:19.000000000,1737099.0,DOCENTE
2967390,2018011944,,2020/02/10 14:38:14.240000000,2021/09/24 10:36:38.000000000,1737099.0,DOCENTE
2967391,L197129,2020/03/10 08:51:09.947000000,2020/02/10 14:40:14.429000000,2020/10/14 08:59:00.000000000,20161021100.0,ALUNO DE PÓS-GRADUAÇÃO
2967392,2011008390,2020/03/10 08:51:09.912000000,2020/02/10 14:40:14.501000000,2020/10/14 08:58:44.000000000,20161021100.0,ALUNO DE PÓS-GRADUAÇÃO
2967393,2013071334,2020/03/10 08:51:09.877000000,2020/02/10 14:40:14.564000000,2020/10/14 08:59:16.000000000,20161021100.0,ALUNO DE PÓS-GRADUAÇÃO
2967394,2010087294,,2020/02/10 14:41:47.826000000,2020/02/27 10:19:07.000000000,20170096718.0,ALUNO DE GRADUAÇÃO
2967395,2017038526,2020/02/27 14:15:59.655000000,2020/02/10 14:41:47.873000000,2020/03/13 13:48:21.000000000,20170096718.0,ALUNO DE GRADUAÇÃO
2967396,2019006763,2020/02/27 07:11:28.742000000,2020/02/10 14:47:48.390000000,2021/01/05 10:13:04.000000000,20170098454.0,ALUNO DE GRADUAÇÃO
2967397,2015004938,,2020/02/10 14:48:44.847000000,2020/02/28 14:44:29.000000000,20190112766.0,ALUNO DE GRADUAÇÃO
2967398,2012048069,,2020/02/10 15:04:58.137000000,2020/02/20 19:22:52.000000000,20201004119.0,ALUNO DE PÓS-GRADUAÇÃO
2967399,2014022947,,2020/02/10 15:04:58.204000000,2020/02/20 19:22:57.000000000,20201004119.0,ALUNO DE PÓS-GRADUAÇÃO
2967400,2017018396,,2020/02/10 15:10:59.864000000,2020/03/05 15:53:03.000000000,20170045479.0,ALUNO DE GRADUAÇÃO
2967401,2011025115,2020/03/10 03:03:57.354000000,2020/02/10 15:12:58.552000000,,20191031009.0,ALUNO DE PÓS-GRADUAÇÃO
2967402,2015003749,,2020/02/10 15:18:28.804000000,2020/02/20 20:28:55.000000000,20170129443.0,ALUNO DE GRADUAÇÃO
2967403,2014007506,,2020/02/10 15:20:17.140000000,2020/11/18 11:47:02.000000000,20191005448.0,ALUNO DE PÓS-GRADUAÇÃO
2967404,2016019469,,2020/02/10 15:20:17.204000000,2020/11/18 11:46:44.000000000,20191005448.0,ALUNO DE PÓS-GRADUAÇÃO
2967405,L131162,,2020/02/10 15:25:53.898000000,2020/02/18 14:53:48.000000000,20180088999.0,ALUNO DE GRADUAÇÃO
2967406,L154949,,2020/02/10 15:25:54.010000000,2020/02/18 14:53:41.000000000,20180088999.0,ALUNO DE GRADUAÇÃO
2967407,2006041077,,2020/02/10 15:25:54.096000000,2020/02/17 10:32:56.000000000,20180088999.0,ALUNO DE GRADUAÇÃO
2967408,2017019812,2020/02/27 06:53:51.388000000,2020/02/10 15:29:40.545000000,2020/03/12 14:14:59.000000000,198600937.0,SERVIDOR TÉCNICO-ADMINISTRATIVO
2967409,2012062512A,2020/02/27 06:53:51.353000000,2020/02/10 15:29:40.613000000,2020/03/05 21:21:22.000000000,198600937.0,SERVIDOR TÉCNICO-ADMINISTRATIVO
2967410,2017038399,2020/03/11 06:09:57.454000000,2020/02/10 15:30:26.028000000,2021/07/05 10:40:24.000000000,20181027450.0,ALUNO DE PÓS-GRADUAÇÃO
2967411,2011071560,,2020/02/10 15:33:07.815000000,2020/02/21 18:58:58.000000000,20190027692.0,ALUNO DE GRADUAÇÃO
2967412,2013099187,2020/02/27 08:26:34.600000000,2020/02/10 15:34:36.373000000,2020/03/06 17:44:18.000000000,20180137064.0,ALUNO DE GRADUAÇÃO
2967413,2017029557,2020/02/27 08:26:34.564000000,2020/02/10 15:34:36.439000000,2020/03/06 17:44:24.000000000,20180137064.0,ALUNO DE GRADUAÇÃO
2967414,2018022479,,2020/02/10 15:34:48.385000000,2020/02/18 15:34:27.000000000,20190119524.0,ALUNO DE GRADUAÇÃO
2967415,2013089623,2020/03/10 10:08:00.734000000,2020/02/10 15:43:05.503000000,2021/12/01 11:22:22.000000000,5809342.0,DOCENTE
2967416,2014035528,2020/03/10 10:08:00.700000000,2020/02/10 15:43:05.584000000,2021/12/01 11:22:42.000000000,5809342.0,DOCENTE
2967417,2014074149,2020/03/10 10:08:00.669000000,2020/02/10 15:43:05.653000000,2021/12/01 11:22:34.000000000,5809342.0,DOCENTE
2967418,2013109845,2020/02/27 10:39:26.565000000,2020/02/10 15:58:24.451000000,2020/03/06 21:12:16.000000000,20170021397.0,ALUNO DE GRADUAÇÃO
2967419,2018004107,2020/02/27 10:39:26.529000000,2020/02/10 15:58:24.499000000,2020/03/06 21:12:06.000000000,20170021397.0,ALUNO DE GRADUAÇÃO
2967420,2017019994,2020/02/26 15:01:36.772000000,2020/02/10 16:03:57.369000000,2020/08/03 10:00:05.000000000,20180086330.0,ALUNO DE GRADUAÇÃO
2967421,2018021948,2020/02/26 15:01:36.732000000,2020/02/10 16:03:57.436000000,2020/08/03 09:59:43.000000000,20180086330.0,ALUNO DE GRADUAÇÃO
2967422,2012038181,2020/02/25 14:47:01.967000000,2020/02/10 16:07:23.230000000,2020/03/10 10:52:59.000000000,20180115441.0,ALUNO DE GRADUAÇÃO
2967423,2016031973,2020/02/25 14:47:01.930000000,2020/02/10 16:07:23.296000000,2020/03/02 17:48:15.000000000,20180115441.0,ALUNO DE GRADUAÇÃO
2967424,2015030430,,2020/02/10 16:10:55.809000000,2021/01/07 11:41:20.000000000,20190089523.0,ALUNO DE GRADUAÇÃO
2967425,L136944,,2020/02/10 16:11:28.803000000,2020/03/17 17:50:46.000000000,20191013833.0,ALUNO DE PÓS-GRADUAÇÃO
2967426,2011025316,2020/02/25 08:54:11.207000000,2020/02/10 16:16:27.290000000,2020/03/09 10:16:41.000000000,1728614.0,SERVIDOR TÉCNICO-ADMINISTRATIVO
2967427,2009032974,2020/03/10 22:46:09.017000000,2020/02/10 16:23:44.425000000,,198624283.0,DOCENTE
2967428,2008030892,2020/03/10 22:46:08.981000000,2020/02/10 16:23:44.463000000,,198624283.0,DOCENTE
2967429,L132536,2020/02/27 08:37:53.266000000,2020/02/10 16:32:30.844000000,2020/03/12 16:30:26.000000000,2273728.0,SERVIDOR TÉCNICO-ADMINISTRATIVO
2967430,2014022113,,2020/02/10 16:36:00.069000000,2020/02/10 16:43:29.000000000,20190018209.0,ALUNO DE GRADUAÇÃO
2967431,2010029635,,2020/02/10 16:39:16.936000000,2020/03/10 14:10:29.000000000,20181013259.0,ALUNO DE PÓS-GRADUAÇÃO
2967432,L197337,2020/03/10 22:46:08.946000000,2020/02/10 16:40:28.913000000,,198624283.0,DOCENTE
2967433,2013014653,2020/03/10 22:46:08.909000000,2020/02/10 16:40:28.964000000,,198624283.0,DOCENTE
2967434,2014022113,2020/02/27 13:27:35.559000000,2020/02/10 16:43:48.401000000,2020/03/09 18:38:18.000000000,20190141599.0,ALUNO DE GRADUAÇÃO
2967435,2007036980,,2020/02/10 16:46:35.822000000,2020/02/12 17:04:39.000000000,20170097911.0,ALUNO DE GRADUAÇÃO
2967436,2014078447,,2020/02/10 16:47:07.446000000,2020/03/04 11:06:50.000000000,2014058024.0,ALUNO DE GRADUAÇÃO
2967437,L178997,2020/02/26 22:29:23.297000000,2020/02/10 16:49:19.642000000,,2015088921.0,ALUNO DE GRADUAÇÃO
2967438,2009053201,2020/02/26 22:29:23.261000000,2020/02/10 16:49:19.718000000,,2015088921.0,ALUNO DE GRADUAÇÃO
2967439,2014060219,2020/02/26 22:29:23.220000000,2020/02/10 16:49:19.789000000,,2015088921.0,ALUNO DE GRADUAÇÃO
2967440,L199224,2020/03/10 10:15:48.391000000,2020/02/10 16:50:26.919000000,2021/08/02 14:12:35.000000000,20182046058.0,ALUNO DE PÓS-GRADUAÇÃO
2967441,2013011479,,2020/02/10 16:50:27.002000000,2020/02/11 13:58:16.000000000,20182046058.0,ALUNO DE PÓS-GRADUAÇÃO
2967443,2017017532,2020/03/10 10:15:48.326000000,2020/02/10 16:50:27.154000000,2021/08/02 14:12:56.000000000,20182046058.0,ALUNO DE PÓS-GRADUAÇÃO
2967444,L189438,2020/02/26 20:44:22.741000000,2020/02/10 16:51:06.549000000,2020/02/27 16:17:41.000000000,20180001502.0,ALUNO DE GRADUAÇÃO
2967445,2013099687,2020/02/26 20:44:22.704000000,2020/02/10 16:51:06.613000000,2020/02/27 16:17:32.000000000,20180001502.0,ALUNO DE GRADUAÇÃO
2967446,2010014124,2020/03/11 13:02:24.979000000,2020/02/10 16:54:17.245000000,2020/09/23 08:08:04.000000000,20181015997.0,ALUNO DE PÓS-GRADUAÇÃO
2967447,2015035881,2020/03/11 13:02:24.946000000,2020/02/10 16:54:17.313000000,2020/09/23 08:07:44.000000000,20181015997.0,ALUNO DE PÓS-GRADUAÇÃO
2967448,2007024785,2020/03/11 18:58:43.263000000,2020/02/10 16:57:09.180000000,2021/02/24 11:23:17.000000000,20181000018.0,ALUNO DE PÓS-GRADUAÇÃO
2967449,2015013251,2020/02/27 08:37:03.229000000,2020/02/10 17:04:10.820000000,2021/01/05 11:43:32.000000000,2016035889.0,ALUNO DE GRADUAÇÃO
2967450,2016019474,2020/02/27 08:37:03.191000000,2020/02/10 17:04:10.886000000,2021/01/05 11:43:39.000000000,2016035889.0,ALUNO DE GRADUAÇÃO
2967451,2015005402,2020/03/11 06:14:00.805000000,2020/02/10 17:14:41.571000000,2021/12/14 13:55:45.000000000,20191029000.0,ALUNO DE PÓS-GRADUAÇÃO
2967452,L165156,2020/02/27 09:29:07.875000000,2020/02/10 17:15:32.790000000,2020/03/13 14:05:11.000000000,1765631.0,SERVIDOR TÉCNICO-ADMINISTRATIVO
2967453,2017015532,2020/02/27 09:29:07.839000000,2020/02/10 17:15:32.853000000,2020/03/13 14:04:58.000000000,1765631.0,SERVIDOR TÉCNICO-ADMINISTRATIVO
2967454,2015005021,,2020/02/10 17:23:23.050000000,2020/02/27 19:42:23.000000000,20180029693.0,ALUNO DE GRADUAÇÃO
2967455,2006033323,2020/03/11 10:49:57.071000000,2020/02/10 17:25:47.417000000,2021/12/06 15:22:39.000000000,3122538.0,DOCENTE
2967456,2011025002,2020/03/11 10:49:57.037000000,2020/02/10 17:25:47.496000000,2021/12/06 15:22:18.000000000,3122538.0,DOCENTE
2967457,2014083191,2020/03/11 10:49:57.003000000,2020/02/10 17:25:47.565000000,2021/12/06 15:22:24.000000000,3122538.0,DOCENTE
2967458,2010012639,2020/03/10 23:31:43.992000000,2020/02/10 17:35:32.033000000,2021/01/21 10:28:39.000000000,20192002404.0,ALUNO DE PÓS-GRADUAÇÃO
2967459,2011011260,2020/03/10 23:31:43.957000000,2020/02/10 17:35:32.102000000,,20192002404.0,ALUNO DE PÓS-GRADUAÇÃO
2967460,2011012530,2020/03/10 23:31:43.922000000,2020/02/10 17:35:32.172000000,2021/01/21 10:28:46.000000000,20192002404.0,ALUNO DE PÓS-GRADUAÇÃO
2967461,2014084365,,2020/02/10 17:36:12.178000000,2020/03/16 15:28:34.000000000,20181004545.0,ALUNO DE PÓS-GRADUAÇÃO
2967462,2017021516,2020/02/27 07:21:36.905000000,2020/02/10 17:43:06.083000000,2020/12/03 08:09:53.000000000,20150127960.0,ALUNO DE GRADUAÇÃO
2967463,2014007502,2020/02/27 09:51:40.880000000,2020/02/10 17:51:19.120000000,2020/03/07 12:07:04.000000000,20180008595.0,ALUNO DE GRADUAÇÃO
2967464,2014007512,2020/02/27 09:51:40.848000000,2020/02/10 17:51:19.196000000,2020/03/16 17:25:25.000000000,20180008595.0,ALUNO DE GRADUAÇÃO
2967465,2016008215,2020/02/27 09:51:40.814000000,2020/02/10 17:51:19.263000000,2020/03/16 17:25:18.000000000,20180008595.0,ALUNO DE GRADUAÇÃO
2967466,2017022441,2020/03/11 10:44:09.362000000,2020/02/10 17:55:09.609000000,2020/10/08 10:03:09.000000000,20181024726.0,ALUNO DE PÓS-GRADUAÇÃO
2967467,2016030761,,2020/02/10 17:56:21.308000000,2020/03/11 15:48:41.000000000,199119060.0,DOCENTE
2967468,2014057303,2020/03/10 16:46:31.839000000,2020/02/10 17:56:22.608000000,,20182024088.0,ALUNO DE PÓS-GRADUAÇÃO
2967469,2014070373,,2020/02/10 18:10:08.070000000,2020/03/16 18:42:43.000000000,2014094254.0,ALUNO DE GRADUAÇÃO
2967470,2015009029,,2020/02/10 18:10:08.134000000,2020/03/04 20:18:16.000000000,2014094254.0,ALUNO DE GRADUAÇÃO
2967471,2016030128,2020/02/27 19:36:36.702000000,2020/02/10 18:14:56.689000000,2020/03/13 10:59:45.000000000,20170090456.0,ALUNO DE GRADUAÇÃO
2967472,2008051075,,2020/02/10 18:15:00.238000000,2020/02/11 13:19:51.000000000,20182024981.0,ALUNO DE PÓS-GRADUAÇÃO
2967473,2012038759,,2020/02/10 18:16:15.104000000,2020/03/02 13:47:00.000000000,20190059650.0,ALUNO DE GRADUAÇÃO
2967474,2011025235,,2020/02/10 18:30:15.572000000,2020/02/10 18:37:05.000000000,20181032746.0,ALUNO DE PÓS-GRADUAÇÃO
2967475,L124313,,2020/02/10 18:36:20.253000000,2020/03/03 19:45:58.000000000,20171019464.0,ALUNO DE PÓS-GRADUAÇÃO
2967476,2011040041,2020/03/09 12:20:53.476000000,2020/02/10 18:36:20.338000000,2021/07/13 13:53:13.000000000,20171019464.0,ALUNO DE PÓS-GRADUAÇÃO
2967477,2011053475,,2020/02/10 18:36:20.407000000,2020/03/03 19:45:49.000000000,20171019464.0,ALUNO DE PÓS-GRADUAÇÃO
2967478,L139610,,2020/02/10 18:44:12.143000000,2020/03/09 20:56:32.000000000,20182010645.0,ALUNO DE PÓS-GRADUAÇÃO
2967479,2011041862,,2020/02/10 18:44:12.289000000,2020/03/09 20:56:11.000000000,20182010645.0,ALUNO DE PÓS-GRADUAÇÃO
2967480,2015036040,,2020/02/10 18:44:12.359000000,2020/03/09 20:56:18.000000000,20182010645.0,ALUNO DE PÓS-GRADUAÇÃO
2967481,2013109180,,2020/02/10 18:48:53.397000000,2020/03/17 08:23:34.000000000,20191020088.0,ALUNO DE PÓS-GRADUAÇÃO
2967482,2013003047,,2020/02/10 18:53:40.968000000,2020/03/02 10:51:39.000000000,20150117196.0,ALUNO DE GRADUAÇÃO
2967483,2014012843,,2020/02/10 18:53:41.018000000,2020/03/02 10:51:14.000000000,20150117196.0,ALUNO DE GRADUAÇÃO
2967484,2017020404,,2020/02/10 18:53:41.068000000,2020/03/02 10:51:26.000000000,20150117196.0,ALUNO DE GRADUAÇÃO
2967485,2010018695,2020/03/11 09:36:28.473000000,2020/02/10 18:59:56.303000000,2021/07/01 10:53:24.000000000,3061606.0,DOCENTE
2967486,2010043979,2020/03/11 09:36:28.441000000,2020/02/10 18:59:56.365000000,2021/07/01 10:53:13.000000000,3061606.0,DOCENTE
2967487,2013090876,2020/02/27 13:31:56.541000000,2020/02/10 19:08:00.937000000,2020/02/27 16:32:59.000000000,20170015934.0,ALUNO DE GRADUAÇÃO
2967488,2014006709,2020/02/27 13:31:56.505000000,2020/02/10 19:08:01.004000000,2020/02/27 16:32:51.000000000,20170015934.0,ALUNO DE GRADUAÇÃO
2967489,L194183,,2020/02/11 08:13:23.631000000,2020/02/27 17:15:02.000000000,3066387.0,DOCENTE
2967490,2016013793,,2020/02/11 08:13:23.828000000,2020/02/27 17:14:57.000000000,3066387.0,DOCENTE
2967491,2017031403,,2020/02/11 08:13:23.899000000,2020/02/27 17:14:42.000000000,3066387.0,DOCENTE
2967492,L022030,2020/03/12 16:00:17.434000000,2020/02/11 08:15:59.780000000,,2013126700.0,ALUNO DE PÓS-GRADUAÇÃO
2967493,L167528,2020/03/12 16:00:17.411000000,2020/02/11 08:15:59.870000000,,2013126700.0,ALUNO DE PÓS-GRADUAÇÃO
2967494,2010080505,2020/03/12 16:00:17.381000000,2020/02/11 08:15:59.958000000,,2013126700.0,ALUNO DE PÓS-GRADUAÇÃO
2967495,2014056102,2020/03/12 16:00:17.353000000,2020/02/11 08:16:00.014000000,,2013126700.0,ALUNO DE PÓS-GRADUAÇÃO
2967496,2017029519,2020/03/12 16:00:17.325000000,2020/02/11 08:16:00.073000000,,2013126700.0,ALUNO DE PÓS-GRADUAÇÃO
2967497,L133675,,2020/02/11 08:19:33.072000000,2020/02/17 20:36:33.000000000,20181003477.0,ALUNO DE PÓS-GRADUAÇÃO
2967498,L167851,,2020/02/11 08:19:33.181000000,2020/03/03 18:42:49.000000000,20181003477.0,ALUNO DE PÓS-GRADUAÇÃO
2967499,2006010253,2020/03/11 18:33:04.446000000,2020/02/11 08:19:33.259000000,2021/02/11 10:12:04.000000000,20181003477.0,ALUNO DE PÓS-GRADUAÇÃO
2967500,2007026460,,2020/02/11 08:19:33.318000000,2020/03/11 18:32:40.000000000,20181003477.0,ALUNO DE PÓS-GRADUAÇÃO
2967501,2011024659,,2020/02/11 08:19:33.376000000,2020/03/11 18:32:32.000000000,20181003477.0,ALUNO DE PÓS-GRADUAÇÃO
2967502,2016030076,2020/02/27 15:47:02.350000000,2020/02/11 08:31:38.387000000,2020/03/16 08:49:55.000000000,20170096899.0,ALUNO DE GRADUAÇÃO
2967503,2009010169,,2020/02/11 08:35:05.025000000,2020/03/06 17:29:19.000000000,20182018231.0,ALUNO DE PÓS-GRADUAÇÃO
2967504,2016011073,,2020/02/11 08:36:34.929000000,2020/02/17 18:26:53.000000000,20170141555.0,ALUNO DE GRADUAÇÃO
2967505,2013085247,,2020/02/11 08:43:22.302000000,2020/02/18 10:23:19.000000000,20190022954.0,ALUNO DE GRADUAÇÃO
2967506,2014014271,2020/02/26 10:08:10.741000000,2020/02/11 08:43:22.360000000,2020/02/27 08:40:47.000000000,20190022954.0,ALUNO DE GRADUAÇÃO
2967507,2014074258,,2020/02/11 08:57:38.755000000,2020/03/06 17:36:54.000000000,20182018231.0,ALUNO DE PÓS-GRADUAÇÃO
2967508,2014082851,,2020/02/11 08:57:38.820000000,2020/03/06 17:36:41.000000000,20182018231.0,ALUNO DE PÓS-GRADUAÇÃO
2967509,2017028203,,2020/02/11 08:57:38.878000000,2020/03/06 17:36:48.000000000,20182018231.0,ALUNO DE PÓS-GRADUAÇÃO
2967510,2010029582,,2020/02/11 09:19:37.078000000,2020/06/17 10:08:47.000000000,20191026340.0,ALUNO DE PÓS-GRADUAÇÃO
2967511,2016025828,,2020/02/11 09:19:37.208000000,2020/06/17 10:08:26.000000000,20191026340.0,ALUNO DE PÓS-GRADUAÇÃO
2967512,2012042759,2020/02/27 11:48:09.314000000,2020/02/11 09:26:05.161000000,2020/03/04 16:49:31.000000000,2014003198.0,ALUNO DE GRADUAÇÃO
2967513,2016028432,2020/03/11 08:51:52.374000000,2020/02/11 09:27:25.729000000,2021/01/06 12:21:57.000000000,20191016399.0,ALUNO DE PÓS-GRADUAÇÃO
2967514,L193543,2020/02/27 11:09:21.321000000,2020/02/11 09:37:14.077000000,2020/02/28 14:45:52.000000000,1812847.0,SERVIDOR TÉCNICO-ADMINISTRATIVO
2967515,2012009721,2020/02/27 11:09:21.288000000,2020/02/11 09:37:14.145000000,2020/02/28 14:45:40.000000000,1812847.0,SERVIDOR TÉCNICO-ADMINISTRATIVO
2967516,2017022825,2020/02/27 11:09:21.249000000,2020/02/11 09:37:14.206000000,2020/02/28 14:45:44.000000000,1812847.0,SERVIDOR TÉCNICO-ADMINISTRATIVO
2967517,2018023346,2020/02/27 21:33:05.510000000,2020/02/11 09:42:57.344000000,2020/03/11 14:57:15.000000000,20211014816.0,ALUNO DE PÓS-GRADUAÇÃO
2967518,2015022726,,2020/02/11 10:05:08.563000000,2020/02/28 19:38:07.000000000,20190053530.0,ALUNO DE GRADUAÇÃO
2967519,L202955,2020/03/12 08:32:48.383000000,2020/02/11 10:07:34.853000000,2021/05/18 10:15:43.000000000,1290598.0,DOCENTE
2967520,2015034632,2020/03/12 08:32:48.360000000,2020/02/11 10:07:34.930000000,2021/05/18 10:15:54.000000000,1290598.0,DOCENTE
2967521,2015034622,2020/03/12 08:32:48.337000000,2020/02/11 10:07:34.987000000,2021/05/18 10:16:04.000000000,1290598.0,DOCENTE
2967522,2015033893,2020/03/12 08:32:48.313000000,2020/02/11 10:07:35.106000000,2021/05/18 10:15:26.000000000,1290598.0,DOCENTE
2967523,2015033812,2020/03/12 08:32:48.290000000,2020/02/11 10:07:35.150000000,2021/05/18 10:15:32.000000000,1290598.0,DOCENTE
2967524,2014042875,2020/02/26 20:26:54.128000000,2020/02/11 10:19:42.859000000,2020/03/05 09:09:51.000000000,20170017895.0,ALUNO DE GRADUAÇÃO
2967525,2017030968,2020/02/26 20:26:54.106000000,2020/02/11 10:19:42.888000000,2020/02/28 08:52:11.000000000,20170017895.0,ALUNO DE GRADUAÇÃO
2967526,2018008451,,2020/02/11 10:19:42.913000000,2020/02/20 15:17:54.000000000,20170017895.0,ALUNO DE GRADUAÇÃO
